LATITUDE,LONGITUDE,MODE,SEVERITY,YEAR,REPORTDATE,segment_id,FATAL_DRIVER,FATAL_BICYCLIST,FATAL_PEDESTRIAN,MAJORINJURIES_BICYCLIST,MAJORINJURIES_PEDESTRIAN,MAJORINJURIES_DRIVER,WARD,in_impact_zone,Zone
38.90095721927669,-77.04560156666072,vehicle,minor_or_property,2025,2025-02-21 20:00:00,6,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.89359470788114,-77.02191701702303,vehicle,minor_or_property,2025,2025-02-20 10:45:00,9,0,0,0,0,0,0,Ward 6,False,Rest of Corridor
38.90522678038569,-77.05917000106558,vehicle,minor_or_property,2025,2025-02-24 15:01:00,1,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89208110942328,-77.01545989995107,vehicle,minor_or_property,2025,2025-02-26 05:00:00,8,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89495566610376,-77.03077943171088,vehicle,minor_or_property,2025,2025-02-28 17:54:00,14,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89815626466692,-77.03947353958077,vehicle,minor_or_property,2025,2025-02-27 23:30:00,6,0,0,0,0,0,0,Ward 2,True,Impact Zone (17th-22nd St)
38.89548223815045,-77.03409932700194,vehicle,minor_or_property,2025,2025-02-27 23:05:00,15,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89464189667551,-77.03135120174998,vehicle,minor_or_property,2025,2025-03-02 07:41:00,14,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.90186695249349,-77.05074257892684,vehicle,minor_or_property,2025,2025-03-03 21:40:00,5,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.89204678939621,-77.01424072580507,vehicle,minor_or_property,2025,2025-03-07 21:27:00,15,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
38.8950072560744,-77.02802769331497,vehicle,minor_or_property,2025,2025-03-08 01:29:00,12,0,0,0,0,0,0,Ward 2,False,Rest of Corridor
